id,Retailer,Retailer ID,Region,State,City,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Day,Gender,Product_Type
34,FL,1185732,NE,NY,NY,50.0,900,450000.0,157500.0,0.35,out,2020,3,7,F,AF
35,FL,1185732,NE,NY,NY,60.0,900,540000.0,162000.0,0.3,out,2020,3,8,M,AP
36,FL,1185732,NE,NY,NY,65.0,1050,682500.0,170625.0,0.25,out,2020,3,9,F,AP
37,FL,1185732,NE,NY,NY,60.0,1275,765000.0,382500.0,0.5,out,2020,3,10,M,SF
38,FL,1185732,NE,NY,NY,55.00000000000001,1025,563750.0000000001,169125.00000000003,0.3,out,2020,3,11,M,AF
39,FL,1185732,NE,NY,NY,50.0,950,475000.0,166250.0,0.35,out,2020,3,12,F,SF
40,FL,1185732,NE,NY,NY,50.0,900,450000.0,157500.0,0.35,out,2020,3,13,F,AF
41,FL,1185732,NE,NY,NY,60.0,925,555000.0,166500.0,0.3,out,2020,3,14,M,AP
42,FL,1185732,NE,NY,NY,65.0,1100,715000.0,178750.0,0.25,out,2020,3,15,F,AP
43,FL,1185732,NE,NY,NY,60.0,1250,750000.0,375000.0,0.5,out,2020,3,16,M,SF
44,FL,1185732,NE,NY,NY,55.00000000000001,1025,563750.0000000001,169125.00000000003,0.3,out,2020,3,17,M,AF
45,FL,1185732,NE,NY,NY,50.0,950,475000.0,166250.0,0.35,out,2020,3,18,F,SF
46,FL,1185732,NE,NY,NY,50.0,925,462500.0,161875.0,0.35,out,2020,3,31,F,AF
47,WMT,1185732,NE,NY,NY,60.0,900,540000.0,162000.0,0.3,out,2020,4,17,M,AP
48,WMT,1185732,NE,NY,NY,65.0,1075,698750.0,174687.5,0.25,out,2020,4,18,F,AP
49,WMT,1185732,NE,NY,NY,60.0,1200,720000.0,360000.0,0.5,out,2020,4,19,M,SF
50,WMT,1185732,NE,NY,NY,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,out,2020,4,20,M,AF
51,WMT,1185732,NE,NY,NY,50.0,925,462500.0,161875.0,0.35,out,2020,4,21,F,SF
52,WMT,1185732,NE,NY,NY,50.0,900,450000.0,157500.0,0.35,out,2020,4,22,F,AF
53,WMT,1185732,NE,NY,NY,60.0,900,540000.0,162000.0,0.3,out,2020,4,23,M,AP
54,WMT,1185732,NE,NY,NY,65.0,1000,650000.0,162500.0,0.25,out,2020,4,24,F,AP
55,WMT,1185732,NE,NY,NY,65.0,875,568750.0,170625.0,0.3,out,2020,4,25,M,AP
56,WMT,1185732,NE,NY,NY,70.0,1000,700000.0,175000.0,0.25,out,2020,4,26,F,AP
57,WMT,1185732,NE,NY,NY,65.0,1150,747500.0,373750.0,0.5,out,2020,4,27,M,SF
58,WMT,1185732,NE,NY,NY,55.00000000000001,975,536250.0000000001,160875.00000000003,0.3,out,2020,4,28,M,AF
59,WMT,1185732,NE,NY,NY,55.00000000000001,920,506000.00000000006,177100.0,0.35,out,2020,4,29,F,SF
60,WMT,1185732,NE,NY,NY,55.00000000000001,900,495000.00000000006,173250.0,0.35,out,2020,4,30,F,AF
61,WMT,1185732,NE,NY,NY,65.0,875,568750.0,170625.0,0.3,out,2020,5,1,M,AP
62,WMT,1185732,NE,NY,NY,70.0,975,682500.0,170625.0,0.25,out,2020,5,2,F,AP
63,WMT,1185732,NE,NY,NY,65.0,1200,780000.0,390000.0,0.5,out,2020,5,3,M,SF
64,WMT,1185732,NE,NY,NY,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,out,2020,5,4,M,AF
65,WMT,1185732,NE,NY,NY,55.00000000000001,950,522500.00000000006,182875.0,0.35,out,2020,5,5,F,SF
66,WMT,1185732,NE,NY,NY,55.00000000000001,900,495000.00000000006,173250.0,0.35,out,2020,5,6,F,AF
67,WMT,1185732,NE,NY,NY,65.0,900,585000.0,175500.0,0.3,out,2020,5,7,M,AP
68,WMT,1185732,NE,NY,NY,70.0,1000,700000.0,175000.0,0.25,out,2020,7,18,F,AP
69,SD,1197831,NE,NY,NY,25.0,900,225000.0,78750.0,0.35,out,2020,7,19,M,SF
70,SD,1197831,NE,NY,NY,35.0,900,315000.0,110250.0,0.35,out,2020,7,20,M,AF
71,SD,1197831,NE,NY,NY,35.0,700,245000.0,85750.0,0.35,out,2020,7,21,F,SF
72,SD,1197831,NE,NY,NY,35.0,700,245000.0,110250.0,0.45,out,2020,7,22,F,AF
73,SD,1197831,S,TX,TX,40.0,550,220000.0,66000.0,0.3,out,2020,7,23,M,AP
74,SD,1197831,S,TX,TX,35.0,700,245000.0,122500.0,0.5,out,2020,7,24,F,AP
75,SD,1197831,S,TX,TX,25.0,850,212500.0,74375.0,0.35,out,2020,7,25,M,SF
76,SD,1197831,S,TX,TX,35.0,850,297500.0,104125.0,0.35,out,2020,7,26,M,AF
77,SD,1197831,S,TX,TX,35.0,675,236250.0,82687.5,0.35,out,2020,7,27,F,SF
78,SD,1197831,S,TX,TX,35.0,625,218750.0,98437.5,0.45,out,2020,7,28,F,AF
79,SD,1197831,S,TX,TX,40.0,500,200000.0,60000.0,0.3,out,2020,7,29,M,AP
80,SD,1197831,S,TX,TX,35.0,700,245000.0,122500.0,0.5,out,2020,7,30,F,AP
81,SD,1197831,S,TX,TX,30.0,875,262500.0,91875.0,0.35,out,2020,7,31,M,SF
82,SD,1197831,S,TX,TX,40.0,875,350000.0,122500.0,0.35,out,2020,8,1,M,AF
83,SD,1197831,S,TX,TX,35.0,700,245000.0,85750.0,0.35,out,2020,8,2,F,SF
84,SD,1197831,S,TX,TX,40.0,600,240000.0,108000.0,0.45,out,2020,8,3,F,AF
85,SD,1197831,S,TX,TX,45.0,500,225000.0,67500.0,0.3,out,2020,8,4,M,AP
86,SD,1197831,S,TX,TX,40.0,650,260000.0,130000.0,0.5,out,2020,8,5,F,AP
87,SD,1197831,S,TX,TX,30.0,900,270000.0,94500.0,0.35,out,2020,8,6,M,SF
88,SD,1197831,S,TX,TX,40.0,900,360000.0,126000.0,0.35,out,2020,8,7,M,AF
89,SD,1197831,S,TX,TX,35.0,725,253750.0,88812.5,0.35,out,2020,8,8,F,SF
90,SD,1197831,S,TX,TX,40.0,625,250000.0,112500.0,0.45,out,2020,8,9,F,AF
91,WMT,1197831,S,TX,TX,45.0,525,236250.0,70875.0,0.3,out,2020,8,10,M,AP
92,WMT,1197831,S,TX,TX,40.0,800,320000.0,160000.0,0.5,out,2020,8,11,F,AP
93,WMT,1197831,S,TX,TX,30.0,925,277500.0,97125.0,0.35,out,2020,8,12,M,SF
94,WMT,1197831,S,TX,TX,40.0,925,370000.0,129500.0,0.35,out,2020,8,13,M,AF
95,WMT,1197831,S,TX,TX,35.0,775,271250.0,94937.5,0.35,out,2020,8,14,F,SF
96,WMT,1197831,S,TX,TX,40.0,700,280000.0,126000.0,0.45,out,2020,8,15,F,AF
97,WMT,1197831,S,TX,TX,45.0,600,270000.0,81000.0,0.3,out,2020,8,16,M,AP
98,WMT,1197831,S,TX,TX,40.0,950,380000.0,190000.0,0.5,out,2020,8,17,F,AP
99,WMT,1197831,S,TX,TX,40.0,950,380000.0,133000.0,0.35,out,2020,8,18,M,SF
100,WMT,1197831,S,TX,TX,45.0,950,427500.0,149625.0,0.35,out,2020,8,19,M,AF
101,WMT,1197831,S,TX,TX,40.0,800,320000.0,112000.0,0.35,out,2020,8,20,F,SF
102,WMT,1197831,S,TX,TX,40.0,750,300000.0,135000.0,0.45,out,2020,8,21,F,AF
103,WMT,1197831,S,TX,TX,45.0,650,292500.0,87750.0,0.3,out,2020,8,22,M,AP
104,WMT,1197831,S,TX,TX,50.0,1000,500000.0,250000.0,0.5,out,2020,8,23,F,AP
105,WMT,1197831,S,TX,TX,40.0,950,380000.0,133000.0,0.35,out,2020,8,24,M,SF
106,WMT,1197831,S,TX,TX,45.0,950,427500.0,149625.0,0.35,out,2020,8,25,M,AF
107,WMT,1197831,S,TX,TX,40.0,1100,440000.0,154000.0,0.35,out,2020,8,26,F,SF
108,WMT,1197831,S,TX,TX,40.0,700,280000.0,126000.0,0.45,out,2020,8,27,F,AF
109,WMT,1197831,S,TX,TX,45.0,700,315000.0,94500.0,0.3,out,2020,8,28,M,AP
110,WMT,1197831,S,TX,TX,50.0,975,487500.0,243750.0,0.5,out,2020,8,29,F,AP
111,WMT,1197831,S,TX,TX,40.0,925,370000.0,129500.0,0.35,out,2020,8,30,M,SF
112,WMT,1197831,S,TX,TX,45.0,925,416250.0,145687.5,0.35,out,2020,8,31,M,AF
113,WMT,1197831,S,TX,TX,40.0,1100,440000.0,154000.0,0.35,out,2020,9,1,F,SF
114,WMT,1197831,S,TX,TX,40.0,650,260000.0,117000.0,0.45,out,2020,9,2,F,AF
115,WMT,1197831,S,TX,TX,45.0,650,292500.0,87750.0,0.3,out,2020,9,3,M,AP
116,WMT,1197831,S,TX,TX,50.0,900,450000.0,225000.0,0.5,out,2020,9,4,F,AP
117,WMT,1197831,S,TX,TX,45.0,850,382500.0,133875.0,0.35,out,2020,9,5,M,SF
118,WMT,1197831,S,TX,TX,45.0,850,382500.0,133875.0,0.35,out,2020,9,6,M,AF
119,WMT,1197831,S,TX,TX,50.0,900,450000.0,157500.0,0.35,out,2020,9,7,F,SF
120,WMT,1197831,S,TX,TX,50.0,625,312500.0,140625.0,0.45,out,2020,9,8,F,AF
121,WMT,1197831,S,TX,TX,45.0,625,281250.0,84375.0,0.3,out,2020,9,9,M,AP
122,WMT,1197831,S,TX,TX,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,out,2020,9,10,F,AP
123,WMT,1197831,S,TX,TX,45.0,800,360000.0,126000.0,0.35,out,2020,9,11,M,SF
124,WMT,1197831,S,TX,TX,45.0,800,360000.0,126000.0,0.35,out,2020,9,12,M,AF
125,WMT,1197831,S,TX,TX,50.0,750,375000.0,131250.0,0.35,out,2020,9,13,F,SF
126,WMT,1197831,S,TX,TX,50.0,600,300000.0,135000.0,0.45,out,2020,9,14,F,AF
127,WMT,1197831,S,TX,TX,45.0,575,258750.0,77625.0,0.3,out,2020,9,15,M,AP
128,WMT,1197831,S,TX,TX,55.00000000000001,750,412500.00000000006,206250.00000000003,0.5,out,2020,9,16,F,AP
129,WMT,1197831,S,TX,TX,45.0,900,405000.0,141750.0,0.35,out,2020,10,20,M,SF
130,WMT,1197831,S,TX,TX,45.0,900,405000.0,141750.0,0.35,out,2020,10,21,M,AF
131,WMT,1197831,S,TX,TX,50.0,825,412500.0,144375.0,0.35,out,2020,10,22,F,SF
132,WMT,1197831,S,TX,TX,50.0,675,337500.0,151875.0,0.45,out,2020,10,23,F,AF
133,WMT,1197831,S,TX,TX,45.0,650,292500.0,87750.0,0.3,out,2020,10,24,M,AP
134,WMT,1197831,S,TX,TX,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,out,2020,10,25,F,AP
135,WMT,1197831,S,TX,TX,45.0,950,427500.0,149625.0,0.35,out,2020,10,26,M,SF
136,WMT,1197831,S,TX,TX,45.0,950,427500.0,149625.0,0.35,out,2020,10,27,M,AF
137,WMT,1197831,S,TX,TX,50.0,850,425000.0,148750.0,0.35,out,2020,10,28,F,SF
138,WMT,1197831,S,TX,TX,50.0,700,350000.0,157500.0,0.45,out,2020,10,29,F,AF
139,WMT,1197831,S,TX,TX,45.0,650,292500.0,87750.0,0.3,out,2020,10,30,M,AP
140,WMT,1197831,S,TX,TX,55.00000000000001,900,495000.00000000006,247500.00000000003,0.5,out,2020,10,31,F,AP
141,WG,1128299,S,TX,TX,40.0,775,310000.0,108500.0,0.35,out,2020,11,1,M,SF
142,WG,1128299,S,TX,TX,50.0,775,387500.0,77500.0,0.2,out,2020,11,2,M,AF
143,WG,1128299,S,TX,TX,50.0,775,387500.0,135625.0,0.35,out,2020,11,3,F,SF
144,WG,1128299,S,TX,TX,50.0,625,312500.0,93750.0,0.3,out,2020,11,4,F,AF
145,WG,1128299,W,CA,CA,55.00000000000001,575,316250.00000000006,158125.00000000003,0.5,out,2020,11,5,M,AP
146,WG,1128299,W,CA,CA,50.0,775,387500.0,58125.00000000001,0.15,out,2020,11,6,F,AP
147,WG,1128299,W,CA,CA,40.0,825,330000.0,115500.0,0.35,out,2020,11,7,M,SF
148,WG,1128299,W,CA,CA,50.0,725,362500.0,72500.0,0.2,out,2020,11,8,M,AF
149,WG,1128299,W,CA,CA,50.0,725,362500.0,126875.0,0.35,out,2020,11,9,F,SF
150,WG,1128299,W,CA,CA,50.0,575,287500.0,86250.0,0.3,out,2020,11,10,F,AF
151,WG,1128299,W,CA,CA,55.00000000000001,500,275000.00000000006,137500.00000000003,0.5,out,2020,11,11,M,AP
152,WG,1128299,W,CA,CA,50.0,700,350000.0,52500.00000000001,0.15,out,2020,11,12,F,AP
153,WG,1128299,W,CA,CA,50.0,850,425000.0,148750.0,0.35,out,2020,11,13,M,SF
154,WG,1128299,W,CA,CA,60.0,700,420000.0,84000.0,0.2,out,2020,11,14,M,AF
155,WG,1128299,W,CA,CA,60.0,700,420000.0,147000.0,0.35,out,2020,11,15,F,SF
156,WG,1128299,W,CA,CA,60.0,600,360000.0,108000.0,0.3,out,2020,12,22,F,AF
157,WG,1128299,W,CA,CA,65.0,500,325000.0,162500.0,0.5,out,2020,12,23,M,AP
158,WG,1128299,W,CA,CA,60.0,700,420000.0,63000.00000000001,0.15,out,2020,12,24,F,AP
159,WG,1128299,W,CA,CA,60.0,875,525000.0,183750.00000000003,0.35,out,2020,12,25,M,SF
160,WG,1128299,W,CA,CA,65.0,675,438750.0,87750.0,0.2,out,2020,12,26,M,AF
161,WG,1128299,W,CA,CA,65.0,725,471250.0,164937.50000000003,0.35,out,2020,12,27,F,SF
162,WG,1128299,W,CA,CA,60.0,625,375000.0,112500.0,0.3,out,2020,12,28,F,AF
163,WG,1128299,W,CA,CA,65.0,525,341250.0,170625.0,0.5,out,2020,12,29,M,AP
164,WG,1128299,W,CA,CA,80.0,700,560000.0,84000.00000000001,0.15,out,2020,12,30,F,AP
165,WG,1128299,W,CA,CA,60.0,900,540000.0,216000.0,0.4,out,2020,12,31,M,SF
166,WG,1128299,W,CA,CA,65.0,750,487500.0,121875.0,0.25,out,2021,1,1,M,AF
167,WG,1128299,W,CA,CA,65.0,750,487500.0,195000.0,0.4,out,2021,1,2,F,SF
168,WG,1128299,W,CA,CA,60.0,650,390000.0,136500.0,0.35,out,2021,1,3,F,AF
169,WG,1128299,W,CA,CA,65.0,550,357500.0,196625.00000000003,0.55,out,2021,1,4,M,AP
170,WG,1128299,W,CA,CA,80.0,725,580000.0,116000.0,0.2,out,2021,1,5,F,AP
171,WG,1128299,W,CA,CA,60.0,975,585000.0,234000.0,0.4,out,2021,1,6,M,SF
172,WG,1128299,W,CA,CA,65.0,825,536250.0,134062.5,0.25,out,2021,1,7,M,AF
173,WG,1128299,W,CA,CA,65.0,825,536250.0,214500.0,0.4,out,2021,1,8,F,SF
174,WG,1128299,W,CA,CA,60.0,700,420000.0,147000.0,0.35,out,2021,1,9,F,AF
175,WG,1128299,W,CA,CA,65.0,575,373750.0,205562.50000000003,0.55,out,2021,1,10,M,AP
176,WG,1128299,W,CA,CA,80.0,875,700000.0,140000.0,0.2,out,2021,1,11,F,AP
177,WG,1128299,W,CA,CA,60.0,1025,615000.0,215250.00000000003,0.35,out,2021,1,12,M,SF
178,WG,1128299,W,CA,CA,65.0,875,568750.0,113750.0,0.2,out,2021,1,13,M,AF
179,WG,1128299,W,CA,CA,65.0,825,536250.0,187687.50000000003,0.35,out,2021,1,14,F,SF
180,WG,1128299,W,CA,CA,60.0,725,435000.0,130500.0,0.3,out,2021,1,15,F,AF
181,WG,1128299,W,CA,CA,65.0,775,503750.0,251875.0,0.5,out,2021,1,16,M,AP
182,WG,1128299,W,CA,CA,80.0,775,620000.0,93000.0,0.15,out,2021,1,17,F,AP
183,WG,1128299,W,CA,CA,65.0,975,633750.0,221812.50000000003,0.35,out,2021,1,18,M,SF
184,WG,1128299,W,CA,CA,70.0,925,647500.0,129500.0,0.2,out,2021,1,19,M,AF
185,WG,1128299,W,CA,CA,65.0,800,520000.0,182000.00000000003,0.35,out,2021,1,20,F,SF
186,WG,1128299,W,CA,CA,65.0,750,487500.0,146250.0,0.3,out,2021,1,21,F,AF
187,WG,1128299,W,CA,CA,75.0,750,562500.0,281250.0,0.5,out,2021,1,22,M,AP
188,WG,1128299,W,CA,CA,80.0,725,580000.0,87000.00000000001,0.15,out,2021,1,23,F,AP
189,WG,1128299,W,CA,CA,55.00000000000001,925,508750.00000000006,152625.00000000003,0.3,out,2021,1,24,M,SF
190,WG,1128299,W,CA,CA,60.00000000000001,925,555000.0000000001,83250.00000000001,0.15,out,2021,1,25,M,AF
191,WG,1128299,W,CA,CA,55.00000000000001,775,426250.00000000006,127875.00000000004,0.3,out,2021,1,26,F,SF
192,WG,1128299,W,CA,CA,55.00000000000001,725,398750.00000000006,99687.5,0.2499999999999999,out,2021,1,27,F,AF
193,WG,1128299,W,CA,CA,65.0,725,471250.0,212062.50000000003,0.45,out,2021,1,28,M,AP
194,WG,1128299,W,CA,CA,70.0,775,542500.0,54250.0,0.1,out,2021,1,29,F,AP
195,WG,1128299,W,CA,CA,55.00000000000001,875,481250.00000000006,144375.00000000003,0.3,out,2021,1,30,M,SF
196,WG,1128299,W,CA,CA,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,out,2021,1,31,M,AF
197,WG,1128299,W,CA,CA,55.00000000000001,700,385000.00000000006,115500.00000000004,0.3,out,2021,2,1,F,SF
198,WG,1128299,W,CA,CA,55.00000000000001,675,371250.00000000006,92812.5,0.2499999999999999,out,2021,2,2,F,AF
199,WG,1128299,W,CA,CA,65.0,650,422500.0,190125.00000000003,0.45,out,2021,2,3,M,AP
200,WG,1128299,W,CA,CA,70.0,700,490000.0,49000.0,0.1,out,2021,2,4,F,AP
201,WG,1128299,W,CA,CA,55.00000000000001,875,481250.00000000006,144375.00000000003,0.3,out,2021,2,5,M,SF
202,WG,1128299,W,CA,CA,60.00000000000001,875,525000.0000000001,78750.00000000001,0.15,out,2021,2,6,M,AF
203,WG,1128299,W,CA,CA,55.00000000000001,725,398750.00000000006,119625.00000000004,0.3,out,2021,2,7,F,SF
204,WG,1128299,W,CA,CA,55.00000000000001,700,385000.00000000006,96250.0,0.2499999999999999,out,2021,2,8,F,AF
205,WG,1128299,W,CA,CA,65.0,650,422500.0,190125.00000000003,0.45,out,2021,2,9,M,AP
206,WG,1128299,W,CA,CA,70.0,775,542500.0,54250.0,0.1,out,2021,2,10,F,AP
207,WG,1128299,W,CA,CA,55.00000000000001,975,536250.0000000001,160875.00000000006,0.3,out,2021,2,11,M,SF
208,WG,1128299,W,CA,CA,60.00000000000001,975,585000.0000000001,87750.00000000001,0.15,out,2021,2,12,M,AF
209,WG,1128299,W,CA,CA,55.00000000000001,775,426250.00000000006,127875.00000000004,0.3,out,2021,2,13,F,SF
210,WG,1128299,W,CA,CA,55.00000000000001,775,426250.00000000006,106562.5,0.2499999999999999,out,2021,2,14,F,AF
211,WG,1128299,W,CA,CA,65.0,700,455000.0,204750.00000000003,0.45,out,2021,2,15,M,AP
212,WG,1128299,W,CA,CA,70.0,800,560000.0,56000.0,0.1,out,2021,2,16,F,AP
213,KOHL,1189833,W,CA,CA,35.0,700,245000.0,98000.0,0.4,out,2021,2,17,M,SF
214,KOHL,1189833,W,CA,CA,45.0,700,315000.0,78750.0,0.25,out,2021,2,18,M,AF
215,KOHL,1189833,W,CA,CA,45.0,700,315000.0,126000.0,0.4,out,2021,3,9,F,SF
216,KOHL,1189833,W,CA,CA,45.0,550,247500.0,86625.0,0.35,out,2021,3,10,F,AF
217,KOHL,1189833,W,CA,CA,50.0,500,250000.0,137500.0,0.55,out,2021,3,11,M,AP
218,KOHL,1189833,W,CA,CA,45.0,700,315000.0,63000.0,0.2,out,2021,3,12,F,AP
219,KOHL,1189833,W,CA,CA,35.0,750,262500.0,105000.0,0.4,out,2021,3,13,M,SF
220,KOHL,1189833,W,CA,CA,45.0,650,292500.0,73125.0,0.25,out,2021,3,14,M,AF
221,KOHL,1189833,W,CA,CA,45.0,675,303750.0,121500.0,0.4,out,2021,3,15,F,SF
222,KOHL,1189833,W,CA,CA,45.0,525,236250.0,82687.5,0.35,out,2021,3,16,F,AF
223,KOHL,1189833,W,CA,CA,50.0,450,225000.0,123750.0,0.55,out,2021,3,17,M,AP
224,KOHL,1189833,W,CA,CA,45.0,650,292500.0,58500.0,0.2,out,2021,3,18,F,AP
225,KOHL,1189833,W,CA,CA,35.0,800,280000.0,112000.0,0.4,out,2021,3,19,M,SF
226,KOHL,1189833,W,CA,CA,45.0,650,292500.0,73125.0,0.25,out,2021,3,20,M,AF
227,KOHL,1189833,W,CA,CA,45.0,650,292500.0,117000.0,0.4,out,2021,3,21,F,SF
228,KOHL,1189833,W,CA,CA,45.0,550,247500.0,86625.0,0.35,out,2021,3,22,F,AF
229,KOHL,1189833,W,CA,CA,50.0,425,212500.0,116875.0,0.55,out,2021,3,23,M,AP
230,KOHL,1189833,W,CA,CA,45.0,625,281250.0,56250.0,0.2,out,2021,4,6,F,AP
231,KOHL,1189833,W,CA,CA,45.0,800,360000.0,144000.0,0.4,out,2021,4,7,M,SF
232,KOHL,1189833,W,CA,CA,50.0,600,300000.0,75000.0,0.25,out,2021,4,8,M,AF
233,KOHL,1189833,W,CA,CA,50.0,625,312500.0,125000.0,0.4,out,2021,4,9,F,SF
234,KOHL,1189833,W,CA,CA,45.0,525,236250.0,82687.5,0.35,out,2021,4,10,F,AF
235,KOHL,1189833,W,CA,CA,50.0,425,212500.0,116875.0,0.55,out,2021,4,11,M,AP
236,KOHL,1189833,W,CA,CA,65.0,600,390000.0,78000.0,0.2,out,2021,4,12,F,AP
237,KOHL,1189833,W,CA,CA,45.0,800,360000.0,144000.0,0.4,out,2021,4,13,M,SF
238,KOHL,1189833,W,CA,CA,50.0,650,325000.0,81250.0,0.25,out,2021,4,14,M,AF
239,KOHL,1189833,W,CA,CA,50.0,650,325000.0,130000.0,0.4,out,2021,4,15,F,SF
240,KOHL,1189833,W,CA,CA,45.0,550,247500.0,86625.0,0.35,out,2021,4,16,F,AF
241,KOHL,1189833,W,CA,CA,50.0,450,225000.0,123750.0,0.55,out,2021,4,17,M,AP
242,KOHL,1189833,W,CA,CA,65.0,625,406250.0,81250.0,0.2,out,2021,4,18,F,AP
243,KOHL,1189833,W,CA,CA,45.0,900,405000.0,162000.0,0.4,out,2021,4,19,M,SF
244,KOHL,1189833,W,CA,CA,50.0,750,375000.0,93750.0,0.25,out,2021,4,20,M,AF
245,KOHL,1189833,W,CA,CA,50.0,750,375000.0,150000.0,0.4,out,2021,4,21,F,SF
246,KOHL,1189833,W,CA,CA,45.0,625,281250.0,98437.5,0.35,out,2021,4,22,F,AF
247,KOHL,1189833,W,CA,CA,50.0,500,250000.0,137500.0,0.55,out,2021,4,23,M,AP
248,KOHL,1189833,W,CA,CA,65.0,800,520000.0,104000.0,0.2,out,2021,4,24,F,AP
249,KOHL,1189833,W,CA,CA,45.0,950,427500.0,171000.0,0.4,out,2021,4,25,M,SF
250,KOHL,1189833,W,CA,CA,50.0,800,400000.0,100000.0,0.25,out,2021,4,26,M,AF
251,KOHL,1189833,W,CA,CA,50.0,750,375000.0,150000.0,0.4,out,2021,4,27,F,SF
252,KOHL,1189833,W,CA,CA,45.0,650,292500.0,102375.0,0.35,out,2021,4,28,F,AF
253,KOHL,1189833,W,CA,CA,50.0,700,350000.0,192500.00000000003,0.55,out,2021,4,29,M,AP
254,KOHL,1189833,W,CA,CA,65.0,700,455000.0,91000.0,0.2,out,2021,4,30,F,AP
255,KOHL,1189833,W,CA,CA,50.0,900,450000.0,180000.0,0.4,out,2021,5,1,M,SF
256,KOHL,1189833,W,CA,CA,55.00000000000001,850,467500.00000000006,116875.0,0.25,out,2021,5,2,M,AF
257,KOHL,1189833,W,CA,CA,50.0,725,362500.0,145000.0,0.4,out,2021,5,3,F,SF
258,KOHL,1189833,W,CA,CA,50.0,675,337500.0,118125.0,0.35,out,2021,5,4,F,AF
